	d^2u/dx2^2{power: 1.0}	u{power: 1.0}	C	du/dx1{power: 1.0}	d^2u/dx1^2{power: 1.0}_r	du/dx1{power: 1.0}_r
262	0.0276466390350311	-0.2180803600893647	0.2630550855130323	-0.0411104426915212	-1	0
263	0.034083335099562	0.0	-0.434644056538215	-0.0280409988028543	-1	0
264	0.0	-0.4365462403578326	1.4137134092606396	0.0	0	-1
265	0.0414160032032822	0.253863926872501	-1.2465836553337553	0.0	-1	0
266	0.027646639035031	-0.2180803600893655	0.2630550855130348	-0.0411104426915194	-1	0
267	0.0414160032032822	0.253863926872501	-1.2465836553337553	0.0	-1	0
268	0.0	0.0	0.0	0.0	0	-1
269	0.0	0.0	0.0	0.0	0	-1
270	0.027646639035031	-0.2180803600893655	0.2630550855130348	-0.0411104426915194	-1	0
271	0.034083335099562	0.0	-0.434644056538215	-0.0280409988028543	-1	0
272	0.0414160032032822	0.253863926872501	-1.2465836553337553	0.0	-1	0
273	0.0276466390350329	-0.2180803600893364	0.263055085512941	-0.0411104426915203	-1	0
274	0.0	0.0	0.0	0.0	0	-1
275	0.034083335099562	0.0	-0.434644056538215	-0.0280409988028543	-1	0
276	0.0414160032032822	0.253863926872501	-1.2465836553337553	0.0	-1	0
277	0.0276466390350329	-0.2180803600893364	0.263055085512941	-0.0411104426915203	-1	0
278	0.0	-1.1116870925398714	3.119353000153107	0.0	-1	0
279	0.0	0.0	0.0	0.0	0	-1
280	0.034083335099562	0.0	-0.434644056538215	-0.0280409988028543	-1	0
281	0.0	0.0	0.0	0.0	0	-1
282	0.0276466390350318	-0.2180803600893407	0.2630550855129542	-0.0411104426915207	-1	0
283	0.034083335099562	0.0	-0.434644056538215	-0.0280409988028543	-1	0
284	0.0414160032032822	0.253863926872501	-1.2465836553337553	0.0	-1	0
285	0.0276466390350311	-0.2180803600893647	0.2630550855130323	-0.0411104426915212	-1	0
286	0.0	0.0	0.0	0.0	0	-1
287	0.034083335099562	0.0	-0.434644056538215	-0.0280409988028543	-1	0
